file	# read pairs	# concordant once	% concordant once	# concordant more than once	% concordant more than once	# of aligned discordant	% of aligned disdorant	# of mates condordant once	% of mates concordant once	# of mates concordant more than once	% of mates concordant more than once	overall % alignment
../logs/rRNA_globinfilter/G377_Watkins07_Unvax_rh2810_B_D14-SIV_RNA1_Lib1_GL102_S56_rRNA_globinfilter.log	41751923	7471	0.02	52503	0.13	3646	0.01	110595	0.13	130610	0.16	0.44
../logs/rRNA_globinfilter/G378_Watkins07_Unvax_rh2848_B_D0-SIV_RNA1_Lib1_GL104_S29_rRNA_globinfilter.log	36664676	5789	0.02	49781	0.14	3707	0.01	101603	0.14	130227	0.18	0.48
../logs/rRNA_globinfilter/G379_Watkins07_Unvax_rh2848_B_D3-SIV_RNA1_Lib1_GL102_S17_rRNA_globinfilter.log	35552053	5567	0.02	46967	0.13	3769	0.01	93198	0.13	126096	0.18	0.47
../logs/rRNA_globinfilter/G380_Watkins07_Unvax_rh2848_B_D7-SIV_RNA1_Lib1_GL104_S32_rRNA_globinfilter.log	38285125	5561	0.01	49514	0.13	3159	0.01	94592	0.12	125535	0.16	0.44
../logs/rRNA_globinfilter/G381_Watkins07_Unvax_rh2848_B_D10-SIV_RNA1_Lib1_GL104_S99_rRNA_globinfilter.log	41621785	5843	0.01	48207	0.12	3002	0.01	110202	0.13	136007	0.16	0.43
../logs/rRNA_globinfilter/G382_Watkins07_Unvax_rh2848_B_D14-SIV_RNA1_Lib1_GL102_S83_rRNA_globinfilter.log	39172835	6347	0.02	48235	0.12	4221	0.01	99901	0.13	130355	0.17	0.44
../logs/rRNA_globinfilter/G383_Watkins07_Unvax_rh2861_B_D0-SIV_RNA1_Lib1_GL102_S29_rRNA_globinfilter.log	37585848	6286	0.02	55446	0.15	4417	0.01	107125	0.14	143451	0.19	0.51
../logs/rRNA_globinfilter/G384_Watkins07_Unvax_rh2861_B_D3-SIV_RNA1_Lib1_GL102_S40_rRNA_globinfilter.log	36327855	5388	0.01	48628	0.13	3393	0.01	100726	0.14	132006	0.18	0.48
../logs/rRNA_globinfilter/G385_Watkins07_Unvax_rh2861_B_D7-SIV_RNA1_Lib1_GL105_S83_rRNA_globinfilter.log	48204474	7261	0.02	63417	0.13	4368	0.01	129147	0.13	161038	0.17	0.46
../logs/rRNA_globinfilter/G386_Watkins07_Unvax_rh2861_B_D10-SIV_RNA1_Lib1_GL104_S30_rRNA_globinfilter.log	38905532	5733	0.01	43525	0.11	3079	0.01	93610	0.12	117347	0.15	0.41
../logs/rRNA_globinfilter/G387_Watkins07_Unvax_rh2861_B_D14-SIV_RNA1_Lib1_GL104_S76_rRNA_globinfilter.log	42823989	7052	0.02	51927	0.12	3697	0.01	122596	0.14	153929	0.18	0.47
../logs/rRNA_globinfilter/G388_Watkins07_AVR_rh2932_B_D0-SIV_RNA1_Lib1_GL102_S57_rRNA_globinfilter.log	34873316	6147	0.02	51485	0.15	4160	0.01	103623	0.15	133993	0.19	0.52
../logs/rRNA_globinfilter/G389_Watkins07_AVR_rh2932_B_D3-SIV_RNA1_Lib1_GL104_S78_rRNA_globinfilter.log	56457700	11810	0.02	138329	0.25	8037	0.01	206504	0.18	309583	0.27	0.74
../logs/rRNA_globinfilter/G390_Watkins07_AVR_rh2932_B_D7-SIV_RNA1_Lib1_GL102_S46_rRNA_globinfilter.log	32127219	5666	0.02	48931	0.15	3943	0.01	90303	0.14	119444	0.19	0.51
../logs/rRNA_globinfilter/G391_Watkins07_AVR_rh2932_B_D10-SIV_RNA1_Lib1_GL105_S81_rRNA_globinfilter.log	48135528	9233	0.02	87175	0.18	5662	0.01	169400	0.18	239504	0.25	0.64
../logs/rRNA_globinfilter/G392_Watkins07_AVR_rh2932_B_D14-SIV_RNA1_Lib1_GL102_S90_rRNA_globinfilter.log	37915991	6708	0.02	57736	0.15	4629	0.01	107291	0.14	144950	0.19	0.51
../logs/rRNA_globinfilter/G393_Watkins07_AVR_rh2943_B_D0-SIV_RNA1_Lib1_GL104_S60_rRNA_globinfilter.log	47049448	8287	0.02	65456	0.14	4939	0.01	133007	0.14	170171	0.18	0.49
../logs/rRNA_globinfilter/G394_Watkins07_AVR_rh2943_B_D3-SIV_RNA1_Lib1_GL104_S36_rRNA_globinfilter.log	46216532	6792	0.01	60698	0.13	4223	0.01	120957	0.13	157665	0.17	0.46
../logs/rRNA_globinfilter/G395_Watkins07_AVR_rh2943_B_D7-SIV_RNA1_Lib1_GL104_S72_rRNA_globinfilter.log	44395733	8324	0.02	70837	0.16	4827	0.01	136048	0.15	174840	0.20	0.54
../logs/rRNA_globinfilter/G396_Watkins07_AVR_rh2943_B_D10-SIV_RNA1_Lib1_GL104_S79_rRNA_globinfilter.log	55633816	9542	0.02	74152	0.13	5013	0.01	147799	0.13	177722	0.16	0.45
../logs/rRNA_globinfilter/G397_Watkins07_AVR_rh2943_B_D14-SIV_RNA1_Lib1_GL102_S28_rRNA_globinfilter.log	38163141	5716	0.01	46985	0.12	3348	0.01	93678	0.12	121141	0.16	0.43
../logs/rRNA_globinfilter/G398_Watkins07_Unvax_rh2995_B_D0-SIV_RNA1_Lib1_GL102_S58_rRNA_globinfilter.log	37608119	6428	0.02	57070	0.15	4272	0.01	110367	0.15	144111	0.19	0.52
../logs/rRNA_globinfilter/G399_Watkins07_Unvax_rh2995_B_D3-SIV_RNA1_Lib1_GL104_S65_rRNA_globinfilter.log	42261093	6175	0.01	56011	0.13	3854	0.01	122162	0.14	154663	0.18	0.48
../logs/rRNA_globinfilter/G400_Watkins07_Unvax_rh2995_B_D10-SIV_RNA1_Lib1_GL102_S81_rRNA_globinfilter.log	36497405	6413	0.02	50444	0.14	4181	0.01	106403	0.15	138964	0.19	0.50
../logs/rRNA_globinfilter/G401_Watkins07_Unvax_rh2995_B_D14-SIV_RNA1_Lib1_GL105_S67_rRNA_globinfilter.log	42390127	7680	0.02	51800	0.12	4955	0.01	119940	0.14	144675	0.17	0.46
../logs/rRNA_globinfilter/G403_Watkins07_Unvax_rh3000_B_D0-SIV_RNA1_Lib1_GL102_S42_rRNA_globinfilter.log	33686855	5752	0.02	47699	0.14	3758	0.01	93961	0.14	125596	0.19	0.50
../logs/rRNA_globinfilter/G404_Watkins07_Unvax_rh3000_B_D3-SIV_RNA1_Lib1_GL102_S48_rRNA_globinfilter.log	34489906	6226	0.02	55091	0.16	3973	0.01	104007	0.15	135754	0.20	0.54
../logs/rRNA_globinfilter/G405_Watkins07_Unvax_rh3000_B_D7-SIV_RNA1_Lib1_GL105_S64_rRNA_globinfilter.log	51988609	8436	0.02	69092	0.13	5516	0.01	134132	0.13	172683	0.17	0.45
../logs/rRNA_globinfilter/G406_Watkins07_Unvax_rh3000_B_D10-SIV_RNA1_Lib1_GL102_S34_rRNA_globinfilter.log	32793235	5535	0.02	55787	0.17	3690	0.01	99388	0.15	138595	0.21	0.56
../logs/rRNA_globinfilter/G407_Watkins07_AVR_rh3006_B_D0-SIV_RNA2_Lib1_GL102_S38_rRNA_globinfilter.log	40589763	8221	0.02	92202	0.23	5896	0.01	118792	0.15	178242	0.22	0.63
../logs/rRNA_globinfilter/G408_Watkins07_AVR_rh3006_B_D3-SIV_RNA1_Lib1_GL105_S65_rRNA_globinfilter.log	52598274	9773	0.02	85443	0.16	5077	0.01	127416	0.12	165859	0.16	0.47
../logs/rRNA_globinfilter/G409_Watkins07_AVR_rh3006_B_D7-SIV_RNA1_Lib1_GL104_S69_rRNA_globinfilter.log	50677926	9559	0.02	96240	0.19	5502	0.01	136077	0.13	178218	0.18	0.53
../logs/rRNA_globinfilter/G410_Watkins07_AVR_rh3006_B_D10-SIV_RNA1_Lib1_GL102_S20_rRNA_globinfilter.log	35729237	4706	0.01	38602	0.11	3246	0.01	86537	0.12	108517	0.15	0.40
../logs/rRNA_globinfilter/G411_Watkins07_AVR_rh3006_B_D14-SIV_RNA2_Lib1_GL104_S84_rRNA_globinfilter.log	52874047	8682	0.02	77844	0.15	5500	0.01	145120	0.14	188758	0.18	0.49
../logs/rRNA_globinfilter/G412_Watkins07_AVR_rh3011_B_D0-SIV_RNA2_Lib2_GL105_S78_rRNA_globinfilter.log	26993259	6194	0.02	114108	0.42	1955	0.01	65644	0.12	115430	0.21	0.79
../logs/rRNA_globinfilter/G413_Watkins07_AVR_rh3011_B_D3-SIV_RNA1_Lib1_GL102_S93_rRNA_globinfilter.log	36835983	6345	0.02	56592	0.15	4121	0.01	106206	0.14	139106	0.19	0.52
../logs/rRNA_globinfilter/G414_Watkins07_AVR_rh3011_B_D7-SIV_RNA1_Lib1_GL102_S44_rRNA_globinfilter.log	36216543	5233	0.01	46277	0.13	3536	0.01	89018	0.12	117329	0.16	0.44
../logs/rRNA_globinfilter/G415_Watkins07_AVR_rh3011_B_D10-SIV_RNA1_Lib1_GL104_S26_rRNA_globinfilter.log	39020882	5651	0.01	48171	0.12	3035	0.01	82490	0.11	105192	0.13	0.39
../logs/rRNA_globinfilter/G416_Watkins07_AVR_rh3011_B_D14-SIV_RNA1_Lib1_GL104_S90_rRNA_globinfilter.log	39325053	5710	0.01	51307	0.13	3103	0.01	73368	0.09	103198	0.13	0.38
../logs/rRNA_globinfilter/G417_Watkins07_Unvax_rh3013_B_D0-SIV_RNA1_Lib1_GL105_S66_rRNA_globinfilter.log	46003621	9040	0.02	83572	0.18	4959	0.01	136794	0.15	176231	0.19	0.55
../logs/rRNA_globinfilter/G419_Watkins07_Unvax_rh3013_B_D7-SIV_RNA1_Lib1_GL104_S37_rRNA_globinfilter.log	46661444	6628	0.01	54467	0.12	3928	0.01	103503	0.11	134833	0.14	0.39
../logs/rRNA_globinfilter/G420_Watkins07_Unvax_rh3013_B_D10-SIV_RNA1_Lib1_GL104_S14_rRNA_globinfilter.log	46062040	7258	0.02	52143	0.11	4315	0.01	102053	0.11	127491	0.14	0.39
../logs/rRNA_globinfilter/G421_Watkins07_Unvax_rh3013_B_D14-SIV_RNA1_Lib1_GL104_S7_rRNA_globinfilter.log	41299845	11305	0.03	85415	0.21	5761	0.01	149799	0.18	181993	0.22	0.65
../logs/rRNA_globinfilter/G422_Watkins07_AVR_rh3032_B_D7-SIV_RNA1_Lib1_GL104_S16_rRNA_globinfilter.log	33014109	3720	0.01	31277	0.09	2147	0.01	85598	0.13	112143	0.17	0.41
../logs/rRNA_globinfilter/G423_Watkins07_AVR_rh3032_B_D10-SIV_RNA1_Lib1_GL102_S19_rRNA_globinfilter.log	37833877	7095	0.02	57622	0.15	4969	0.01	110911	0.15	141523	0.19	0.52
../logs/rRNA_globinfilter/G424_Watkins07_AVR_rh3032_B_D14-SIV_RNA1_Lib1_GL102_S85_rRNA_globinfilter.log	45536573	7461	0.02	56436	0.12	5980	0.01	101069	0.11	132655	0.15	0.41
../logs/rRNA_globinfilter/G425_Watkins07_AVR_rh3032_B_D7-SIV_RNA1_Lib2_GL105_S93_rRNA_globinfilter.log	35028362	4777	0.01	58204	0.17	2213	0.01	81531	0.12	115990	0.17	0.47
../logs/rRNA_globinfilter/G426_Watkins07_AVR_rh3033_B_D10-SIV_RNA1_Lib1_GL102_S88_rRNA_globinfilter.log	43358232	9758	0.02	75421	0.17	6571	0.02	131046	0.15	162623	0.19	0.55
../logs/rRNA_globinfilter/G427_Watkins07_AVR_rh3033_B_D14-SIV_RNA1_Lib1_GL104_S4_rRNA_globinfilter.log	40126627	5594	0.01	42326	0.11	3302	0.01	103529	0.13	127253	0.16	0.42
../logs/rRNA_globinfilter/G428_Watkins07_AVR_rh3036_B_D0-SIV_RNA1_Lib1_GL102_S36_rRNA_globinfilter.log	34052306	4257	0.01	36112	0.11	2671	0.01	68102	0.10	87932	0.13	0.36
../logs/rRNA_globinfilter/G429_Watkins07_AVR_rh3036_B_D3-SIV_RNA1_Lib1_GL102_S98_rRNA_globinfilter.log	56896169	10020	0.02	77399	0.14	6293	0.01	155373	0.14	193019	0.17	0.47
../logs/rRNA_globinfilter/G430_Watkins07_AVR_rh3036_B_D7-SIV_RNA1_Lib1_GL102_S67_rRNA_globinfilter.log	39901705	6469	0.02	56275	0.14	4130	0.01	113270	0.14	144858	0.18	0.49
../logs/rRNA_globinfilter/G431_Watkins07_AVR_rh3036_B_D10-SIV_RNA1_Lib1_GL102_S35_rRNA_globinfilter.log	39667296	7280	0.02	57649	0.15	4846	0.01	121393	0.15	154500	0.20	0.52
../logs/rRNA_globinfilter/G432_Watkins07_AVR_rh3036_B_D14-SIV_RNA1_Lib1_GL104_S41_rRNA_globinfilter.log	32096398	3897	0.01	32738	0.10	2048	0.01	71441	0.11	91038	0.14	0.37
../logs/rRNA_globinfilter/G433_Watkins07_AVR_rh3037_B_D0-SIV_RNA1_Lib1_GL102_S92_rRNA_globinfilter.log	45010937	7900	0.02	66120	0.15	5612	0.01	129910	0.14	164718	0.18	0.50
../logs/rRNA_globinfilter/G434_Watkins07_AVR_rh3037_B_D3-SIV_RNA1_Lib1_GL105_S58_rRNA_globinfilter.log	42748509	8542	0.02	72642	0.17	5448	0.01	141993	0.17	172836	0.20	0.57
../logs/rRNA_globinfilter/G435_Watkins07_AVR_rh3037_B_D7-SIV_RNA1_Lib1_GL104_S58_rRNA_globinfilter.log	45223103	8792	0.02	75617	0.17	5747	0.01	148689	0.16	190631	0.21	0.57
../logs/rRNA_globinfilter/G436_Watkins07_AVR_rh3037_B_D10-SIV_RNA1_Lib1_GL104_S88_rRNA_globinfilter.log	42192250	7996	0.02	60494	0.14	4723	0.01	136626	0.16	167522	0.20	0.53
../logs/rRNA_globinfilter/G437_Watkins07_AVR_rh3037_B_D14-SIV_RNA1_Lib1_GL102_S30_rRNA_globinfilter.log	36022630	5659	0.02	53074	0.15	4137	0.01	98461	0.14	130666	0.18	0.49
../logs/rRNA_globinfilter/G438_Watkins07_AVR_rh3045_B_D0-SIV_RNA1_Lib1_GL105_S84_rRNA_globinfilter.log	44362890	7898	0.02	61654	0.14	5701	0.01	132820	0.15	169785	0.19	0.51
../logs/rRNA_globinfilter/G439_Watkins07_AVR_rh3045_B_D3-SIV_RNA1_Lib1_GL102_S45_rRNA_globinfilter.log	30573616	5681	0.02	51947	0.17	3658	0.01	100026	0.16	135563	0.22	0.59
../logs/rRNA_globinfilter/G440_Watkins07_AVR_rh3045_B_D7-SIV_RNA1_Lib1_GL104_S12_rRNA_globinfilter.log	37695994	4907	0.01	43135	0.11	3038	0.01	95733	0.13	125301	0.17	0.43
../logs/rRNA_globinfilter/G441_Watkins07_AVR_rh3045_B_D10-SIV_RNA1_Lib1_GL102_S24_rRNA_globinfilter.log	33023715	5223	0.02	41922	0.13	3451	0.01	85995	0.13	109993	0.17	0.45
../logs/rRNA_globinfilter/G442_Watkins07_AVR_rh3045_B_D14-SIV_RNA1_Lib1_GL102_S10_rRNA_globinfilter.log	33323464	6305	0.02	49167	0.15	4783	0.01	98546	0.15	130951	0.20	0.53
../logs/rRNA_globinfilter/G443_Watkins07_AVR_rh3048_B_D0-SIV_RNA1_Lib1_GL102_S91_rRNA_globinfilter.log	39839203	6578	0.02	52744	0.13	4388	0.01	106214	0.13	137206	0.17	0.47
../logs/rRNA_globinfilter/G444_Watkins07_AVR_rh3048_B_D3-SIV_RNA1_Lib1_GL104_S56_rRNA_globinfilter.log	39862054	6224	0.02	55388	0.14	3991	0.01	114371	0.14	148668	0.19	0.49
../logs/rRNA_globinfilter/G445_Watkins07_AVR_rh3048_B_D7-SIV_RNA1_Lib1_GL105_S88_rRNA_globinfilter.log	52439269	8776	0.02	98565	0.19	5975	0.01	145106	0.14	199888	0.19	0.55
../logs/rRNA_globinfilter/G446_Watkins07_AVR_rh3048_B_D10-SIV_RNA1_Lib1_GL104_S97_rRNA_globinfilter.log	47950266	5413	0.01	44691	0.09	3601	0.01	99741	0.10	125832	0.13	0.35
../logs/rRNA_globinfilter/G447_Watkins07_AVR_rh3048_B_D14-SIV_RNA1_Lib1_GL104_S18_rRNA_globinfilter.log	39856786	4513	0.01	41597	0.10	2819	0.01	85477	0.11	113468	0.14	0.37
../logs/rRNA_globinfilter/G448_Watkins07_AVR_rh3053_B_D-7-SIV_RNA1_Lib1_GL104_S35_rRNA_globinfilter.log	41599058	8928	0.02	90382	0.22	3982	0.01	112708	0.14	150165	0.18	0.56
../logs/rRNA_globinfilter/G449_Watkins07_AVR_rh3053_B_D3-SIV_RNA1_Lib1_GL104_S75_rRNA_globinfilter.log	41974687	6567	0.02	65757	0.16	3950	0.01	128170	0.15	170742	0.20	0.54
../logs/rRNA_globinfilter/G450_Watkins07_AVR_rh3053_B_D7-SIV_RNA1_Lib1_GL104_S46_rRNA_globinfilter.log	41125646	6433	0.02	58376	0.14	3895	0.01	119291	0.15	153330	0.19	0.50
../logs/rRNA_globinfilter/G451_Watkins07_AVR_rh3053_B_D10-SIV_RNA1_Lib1_GL104_S70_rRNA_globinfilter.log	39726764	6367	0.02	49107	0.12	3640	0.01	102683	0.13	126124	0.16	0.44
../logs/rRNA_globinfilter/G452_Watkins07_AVR_rh3053_B_D14-SIV_RNA1_Lib1_GL105_S91_rRNA_globinfilter.log	53247346	9278	0.02	76901	0.14	5293	0.01	160224	0.15	192716	0.18	0.50
../logs/rRNA_globinfilter/G453_Watkins07_AVR_rh3053_B_D0_RNA1_Lib1_GL104_S27_rRNA_globinfilter.log	43453738	6901	0.02	56209	0.13	4293	0.01	120028	0.14	153182	0.18	0.47
../logs/rRNA_globinfilter/G454_Watkins07_Unvax_rh2995_B_D7_RNA1_Lib1_GL104_S92_rRNA_globinfilter.log	38327266	5877	0.02	48396	0.13	3704	0.01	113615	0.15	137578	0.18	0.48
../logs/rRNA_globinfilter/G455_Watkins07_AVR_rh3033_B_D7-SIV_RNA1_Lib1_GL105_S99_rRNA_globinfilter.log	49236263	8892	0.02	74565	0.15	5011	0.01	162460	0.17	195670	0.20	0.54
